epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,13990.9,nan,nan,nan,0,0,0,0,0,0,0,0.002377,0.002377,0.002377
79,14170.9,nan,nan,nan,0,0,0,0,0,0,0,0.002278,0.002278,0.002278
80,14350.3,nan,nan,nan,0,0,0,0,0,0,0,0.002179,0.002179,0.002179
81,14528.6,nan,nan,nan,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
82,14707.5,nan,nan,nan,0,0,0,0,0,0,0,0.001981,0.001981,0.001981
83,14886.2,nan,nan,nan,0,0,0,0,0,0,0,0.001882,0.001882,0.001882
84,15065.1,nan,nan,nan,0,0,0,0,0,0,0,0.001783,0.001783,0.001783
85,15244,nan,nan,nan,0,0,0,0,0,0,0,0.001684,0.001684,0.001684
86,15422.8,nan,nan,nan,0,0,0,0,0,0,0,0.001585,0.001585,0.001585
87,15602.2,nan,nan,nan,0,0,0,0,0,0,0,0.001486,0.001486,0.001486
88,15781.5,nan,nan,nan,0,0,0,0,0,0,0,0.001387,0.001387,0.001387
89,15960.5,nan,nan,nan,0,0,0,0,0,0,0,0.001288,0.001288,0.001288
90,16139.4,nan,nan,nan,0,0,0,0,0,0,0,0.001189,0.001189,0.001189
91,16356.8,nan,nan,nan,0,0,0,0,0,0,0,0.00109,0.00109,0.00109
92,16532.2,nan,nan,nan,0,0,0,0,0,0,0,0.000991,0.000991,0.000991
93,16707.8,nan,nan,nan,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
94,16883.6,nan,nan,nan,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
95,17059.1,nan,nan,nan,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
96,17234.3,nan,nan,nan,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
97,17409,nan,nan,nan,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
98,17583.8,nan,nan,nan,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
99,17758.7,nan,nan,nan,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
100,18020.8,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000199,0.000199,0.000199
