epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,8834.89,0.65582,0.36631,1.47513,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
82,8943.96,0.65508,0.3653,1.47451,0,0,0,0,0,0,0,0.001981,0.001981,0.001981
83,9053.2,0.65224,0.36434,1.47334,0,0,0,0,0,0,0,0.001882,0.001882,0.001882
84,9161.91,0.64656,0.36125,1.47171,0,0,0,0,0,0,0,0.001783,0.001783,0.001783
85,9270.53,0.64397,0.36076,1.46578,0,0,0,0,0,0,0,0.001684,0.001684,0.001684
86,9379.55,0.6395,0.35939,1.46162,0,0,0,0,0,0,0,0.001585,0.001585,0.001585
87,9487.9,0.63833,0.35843,1.46217,0,0,0,0,0,0,0,0.001486,0.001486,0.001486
88,9595.83,0.63643,0.35791,1.46059,0,0,0,0,0,0,0,0.001387,0.001387,0.001387
89,9704.57,0.63266,0.35581,1.45599,0,0,0,0,0,0,0,0.001288,0.001288,0.001288
90,9813.2,0.62993,0.35432,1.4565,0,0,0,0,0,0,0,0.001189,0.001189,0.001189
91,9965.58,0.5435,0.3028,1.42934,0,0,0,0,0,0,0,0.00109,0.00109,0.00109
92,10071.6,0.52712,0.29496,1.4092,0,0,0,0,0,0,0,0.000991,0.000991,0.000991
93,10178.4,0.52171,0.29207,1.40194,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
94,10285.7,0.51688,0.29095,1.39561,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
95,10392.4,0.51126,0.28868,1.39008,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
96,10499.4,0.50861,0.2874,1.38696,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
97,10605.7,0.50314,0.28538,1.38192,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
98,10712.6,0.4993,0.28355,1.37718,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
99,10818.9,0.4972,0.28259,1.37632,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
100,11152.1,0.49273,0.28153,1.3695,0.99682,0.99478,0.99495,0.9388,0.44623,0.25398,1.35037,0.000199,0.000199,0.000199
